"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_15112_721a10ab","__export__.cdn_icd9_15112_721a10ab","89.59","Other nonoperative cardiac and vascular measurements","Nonop cardiac/vasc exam"
"__export__.cdn_icd9_15113_754e826d","__export__.cdn_icd9_15113_754e826d","89.60","Continuous intra-arterial blood gas monitoring","Cnt intraart bld gas mon"
"__export__.cdn_icd9_15114_47dc3f5b","__export__.cdn_icd9_15114_47dc3f5b","89.61","Systemic arterial pressure monitoring","Arterial pressure monit"
"__export__.cdn_icd9_15115_f072595c","__export__.cdn_icd9_15115_f072595c","89.62","Central venous pressure monitoring","Cvp monitoring"
"__export__.cdn_icd9_15116_38becd55","__export__.cdn_icd9_15116_38becd55","89.63","Pulmonary artery pressure monitoring","Pulmon art press monitor"
"__export__.cdn_icd9_15117_5a4e3bd6","__export__.cdn_icd9_15117_5a4e3bd6","89.64","Pulmonary artery wedge monitoring","Pulmon art wedge monitor"
"__export__.cdn_icd9_15118_87c22f3d","__export__.cdn_icd9_15118_87c22f3d","89.65","Measurement of systemic arterial blood gases","Arterial bld gas measure"
"__export__.cdn_icd9_15119_27538fd7","__export__.cdn_icd9_15119_27538fd7","89.66","Measurement of mixed venous blood gases","Mix venous bld gas meas"
"__export__.cdn_icd9_15120_14f3a11f","__export__.cdn_icd9_15120_14f3a11f","89.67","Monitoring of cardiac output by oxygen consumption technique","Oxygen consumption monit"
"__export__.cdn_icd9_15121_461b6dc6","__export__.cdn_icd9_15121_461b6dc6","89.68","Monitoring of cardiac output by other technique","Oth cardiac mon output"
"__export__.cdn_icd9_15122_093a6f00","__export__.cdn_icd9_15122_093a6f00","89.69","Monitoring of coronary blood flow","Coronary bld flow monit"
"__export__.cdn_icd9_15123_7c3d7cb2","__export__.cdn_icd9_15123_7c3d7cb2","89.7","General physical examination","General physical exam"
"__export__.cdn_icd9_15124_c1745751","__export__.cdn_icd9_15124_c1745751","89.8","Autopsy","Autopsy"
"__export__.cdn_icd9_15125_0c1e34d8","__export__.cdn_icd9_15125_0c1e34d8","90.01","Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear","Bact smear-nervous syst"
"__export__.cdn_icd9_15126_264d4c1b","__export__.cdn_icd9_15126_264d4c1b","90.02","Microscopic examination of specimen from nervous system and of spinal fluid, culture","Culture-nervous syst"
"__export__.cdn_icd9_15127_fde099fe","__export__.cdn_icd9_15127_fde099fe","90.03","Microscopic examination of specimen from nervous system and of spinal fluid, culture and sensitivity","C & s-nervous syst"
"__export__.cdn_icd9_15128_95f7057d","__export__.cdn_icd9_15128_95f7057d","90.04","Microscopic examination of specimen from nervous system and of spinal fluid, parasitology","Parasitology-nerv syst"
"__export__.cdn_icd9_15129_efb44e16","__export__.cdn_icd9_15129_efb44e16","90.05","Microscopic examination of specimen from nervous system and of spinal fluid, toxicology","Toxicology-nervous syst"
"__export__.cdn_icd9_15130_d2fc2552","__export__.cdn_icd9_15130_d2fc2552","90.06","Microscopic examination of specimen from nervous system and of spinal fluid, cell block and Papanicolaou smear","Cell blk/pap-nervous sys"
"__export__.cdn_icd9_15131_b771e096","__export__.cdn_icd9_15131_b771e096","90.09","Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination","Micro exam-nervous NEC"
"__export__.cdn_icd9_15132_d65abf93","__export__.cdn_icd9_15132_d65abf93","90.11","Microscopic examination of specimen from endocrine gland, not elsewhere classified, bacterial smear","Bact smear-endocrine"
"__export__.cdn_icd9_15133_0e74d4a7","__export__.cdn_icd9_15133_0e74d4a7","90.12","Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture","Culture-endocrine"
"__export__.cdn_icd9_15134_9fe6bcfa","__export__.cdn_icd9_15134_9fe6bcfa","90.13","Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture and sensitivity","C & s-endocrine"
"__export__.cdn_icd9_15135_569c0908","__export__.cdn_icd9_15135_569c0908","90.14","Microscopic examination of specimen from endocrine gland, not elsewhere classified, parasitology","Parasitology-endocrine"
"__export__.cdn_icd9_15136_60629d3c","__export__.cdn_icd9_15136_60629d3c","90.15","Microscopic examination of specimen from endocrine gland, not elsewhere classified, toxicology","Toxicology-endocrine"
"__export__.cdn_icd9_15137_780835c0","__export__.cdn_icd9_15137_780835c0","90.16","Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and Papanicolaou smear","Cell block/pap-endocrine"
"__export__.cdn_icd9_15138_f88cbff7","__export__.cdn_icd9_15138_f88cbff7","90.19","Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination","Micro exam-endocrine NEC"
"__export__.cdn_icd9_15139_084cd5c4","__export__.cdn_icd9_15139_084cd5c4","90.21","Microscopic examination of specimen from eye, bacterial smear","Bact smear-eye"
"__export__.cdn_icd9_15140_2a210549","__export__.cdn_icd9_15140_2a210549","90.22","Microscopic examination of specimen from eye, culture","Culture-eye"
"__export__.cdn_icd9_15141_43060e21","__export__.cdn_icd9_15141_43060e21","90.23","Microscopic examination of specimen from eye, culture and sensitivity","C & s-eye"
"__export__.cdn_icd9_15142_1d4d1202","__export__.cdn_icd9_15142_1d4d1202","90.24","Microscopic examination of specimen from eye, parasitology","Parasitology-eye"
"__export__.cdn_icd9_15143_041b213d","__export__.cdn_icd9_15143_041b213d","90.25","Microscopic examination of specimen from eye, toxicology","Toxicology-eye"
"__export__.cdn_icd9_15144_50fecba1","__export__.cdn_icd9_15144_50fecba1","90.26","Microscopic examination of specimen from eye, cell block and Papanicolaou smear","Cell block/pap-eye"
"__export__.cdn_icd9_15145_814f95fc","__export__.cdn_icd9_15145_814f95fc","90.29","Microscopic examination of specimen from eye, other microscopic examination","Micro exam-eye NEC"
"__export__.cdn_icd9_15146_329caec9","__export__.cdn_icd9_15146_329caec9","90.31","Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear","Bact smear-ent/larynx"
"__export__.cdn_icd9_15147_81e45f14","__export__.cdn_icd9_15147_81e45f14","90.32","Microscopic examination of specimen from ear, nose, throat, and larynx, culture","Culture-ent/larynx"
"__export__.cdn_icd9_15148_ff782e50","__export__.cdn_icd9_15148_ff782e50","90.33","Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity","C & s-ent/larynx"
"__export__.cdn_icd9_15149_3814eaa5","__export__.cdn_icd9_15149_3814eaa5","90.34","Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology","Parasitology-ent/larynx"
"__export__.cdn_icd9_15150_5bcde768","__export__.cdn_icd9_15150_5bcde768","90.35","Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology","Toxicology-ent/larynx"
"__export__.cdn_icd9_15151_a08585d8","__export__.cdn_icd9_15151_a08585d8","90.36","Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and Papanicolaou smear","Cell block/pap-ent/laryn"
"__export__.cdn_icd9_15152_0acba9fa","__export__.cdn_icd9_15152_0acba9fa","90.39","Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination","Micro exam-ent/laryn NEC"
"__export__.cdn_icd9_15153_0946a612","__export__.cdn_icd9_15153_0946a612","90.41","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear","Bact smear-lower resp"
"__export__.cdn_icd9_15154_b7f0f5a9","__export__.cdn_icd9_15154_b7f0f5a9","90.42","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture","Culture-lower resp"
"__export__.cdn_icd9_15155_2cae038e","__export__.cdn_icd9_15155_2cae038e","90.43","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity","C & s-lower resp"
"__export__.cdn_icd9_15156_5b40dbfb","__export__.cdn_icd9_15156_5b40dbfb","90.44","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology","Parasitology-lower resp"
"__export__.cdn_icd9_15157_98a47702","__export__.cdn_icd9_15157_98a47702","90.45","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology","Toxicology-lower resp"
"__export__.cdn_icd9_15158_76c82566","__export__.cdn_icd9_15158_76c82566","90.46","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear","Cell block/pap-lowr resp"
"__export__.cdn_icd9_15159_b3822945","__export__.cdn_icd9_15159_b3822945","90.49","Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination","Micro exam-lowr resp NEC"
"__export__.cdn_icd9_15160_00d343d7","__export__.cdn_icd9_15160_00d343d7","90.51","Microscopic examination of blood, bacterial smear","Bact smear-blood"
"__export__.cdn_icd9_15161_7d761cab","__export__.cdn_icd9_15161_7d761cab","90.52","Microscopic examination of blood, culture","Culture-blood"
"__export__.cdn_icd9_15162_74bc7789","__export__.cdn_icd9_15162_74bc7789","90.53","Microscopic examination of blood, culture and sensitivity","C & s-blood"
"__export__.cdn_icd9_15163_7805a328","__export__.cdn_icd9_15163_7805a328","90.54","Microscopic examination of blood, parasitology","Parasitology-blood"
"__export__.cdn_icd9_15164_0b7f79c7","__export__.cdn_icd9_15164_0b7f79c7","90.55","Microscopic examination of blood, toxicology","Toxicology-blood"
"__export__.cdn_icd9_15165_70a75857","__export__.cdn_icd9_15165_70a75857","90.56","Microscopic examination of blood, cell block and Papanicolaou smear","Cell block/pap-blood"
"__export__.cdn_icd9_15166_78059ccd","__export__.cdn_icd9_15166_78059ccd","90.59","Microscopic examination of blood, other microscopic examination","Micro exam-blood NEC"
"__export__.cdn_icd9_15167_accfaa4e","__export__.cdn_icd9_15167_accfaa4e","90.61","Microscopic examination of specimen from spleen and of bone marrow, bacterial smear","Bact smear-spleen/marrow"
"__export__.cdn_icd9_15168_4fa31733","__export__.cdn_icd9_15168_4fa31733","90.62","Microscopic examination of specimen from spleen and of bone marrow, culture","Culture-spleen/marrow"
"__export__.cdn_icd9_15169_f48883a4","__export__.cdn_icd9_15169_f48883a4","90.63","Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity","C & s-spleen/marrow"
"__export__.cdn_icd9_15170_ea55f306","__export__.cdn_icd9_15170_ea55f306","90.64","Microscopic examination of specimen from spleen and of bone marrow, parasitology","Parasitol-spleen/marrow"
"__export__.cdn_icd9_15171_2f0ac22b","__export__.cdn_icd9_15171_2f0ac22b","90.65","Microscopic examination of specimen from spleen and of bone marrow, toxicology","Toxicology-spleen/marrow"
"__export__.cdn_icd9_15172_1cda2250","__export__.cdn_icd9_15172_1cda2250","90.66","Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear","Cell blk/pap-spleen/marr"
"__export__.cdn_icd9_15173_64f118fb","__export__.cdn_icd9_15173_64f118fb","90.69","Microscopic examination of specimen from spleen and of bone marrow, other microscopic examination","Micro exam-spln/marr NEC"
"__export__.cdn_icd9_15174_32b153bf","__export__.cdn_icd9_15174_32b153bf","90.71","Microscopic examination of specimen from lymph node and of lymph, bacterial smear","Bact smear-lymph system"
"__export__.cdn_icd9_15175_abb2981c","__export__.cdn_icd9_15175_abb2981c","90.72","Microscopic examination of specimen from lymph node and of lymph, culture","Culture-lymph system"
"__export__.cdn_icd9_15176_a271ea91","__export__.cdn_icd9_15176_a271ea91","90.73","Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity","C & s-lymph system"
"__export__.cdn_icd9_15177_72c69aff","__export__.cdn_icd9_15177_72c69aff","90.74","Microscopic examination of specimen from lymph node and of lymph, parasitology","Parasitology-lymph sys"
"__export__.cdn_icd9_15178_9529c141","__export__.cdn_icd9_15178_9529c141","90.75","Microscopic examination of specimen from lymph node and of lymph, toxicology","Toxicology-lymph system"
"__export__.cdn_icd9_15179_6a5ee324","__export__.cdn_icd9_15179_6a5ee324","90.76","Microscopic examination of specimen from lymph node and of lymph, cell block and Papanicolaou smear","Cell blk/pap-lymph sys"
"__export__.cdn_icd9_15180_8b4bef05","__export__.cdn_icd9_15180_8b4bef05","90.79","Microscopic examination of specimen from lymph node and of lymph, other microscopic examination","Micro exam-lymph sys NEC"
"__export__.cdn_icd9_15181_e36d9536","__export__.cdn_icd9_15181_e36d9536","90.81","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear","Bact smear-upper GI"
"__export__.cdn_icd9_15182_fd3ae450","__export__.cdn_icd9_15182_fd3ae450","90.82","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture","Culture-upper GI"
"__export__.cdn_icd9_15183_26fd00b4","__export__.cdn_icd9_15183_26fd00b4","90.83","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity","C & s-upper GI"
"__export__.cdn_icd9_15184_dc41b2ea","__export__.cdn_icd9_15184_dc41b2ea","90.84","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology","Parasitology-upper GI"
"__export__.cdn_icd9_15185_e7b91108","__export__.cdn_icd9_15185_e7b91108","90.85","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology","Toxicology-upper GI"
"__export__.cdn_icd9_15186_f3ed1e41","__export__.cdn_icd9_15186_f3ed1e41","90.86","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and Papanicolaou smear","Cell blk/pap-upper GI"
"__export__.cdn_icd9_15187_9244d74d","__export__.cdn_icd9_15187_9244d74d","90.89","Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, other microscopic examination","Micro exam-upper GI NEC"
"__export__.cdn_icd9_15188_57a5f66b","__export__.cdn_icd9_15188_57a5f66b","90.91","Microscopic examination of specimen from lower gastrointestinal tract and of stool, bacterial smear","Bact smear-lower GI"
"__export__.cdn_icd9_15189_85839dad","__export__.cdn_icd9_15189_85839dad","90.92","Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture","Culture-lower GI"
"__export__.cdn_icd9_15190_cf465cf8","__export__.cdn_icd9_15190_cf465cf8","90.93","Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture and sensitivity","C & s-lower GI"
"__export__.cdn_icd9_15191_ecf8f3cb","__export__.cdn_icd9_15191_ecf8f3cb","90.94","Microscopic examination of specimen from lower gastrointestinal tract and of stool, parasitology","Parasitology-lower GI"
"__export__.cdn_icd9_15192_60c48610","__export__.cdn_icd9_15192_60c48610","90.95","Microscopic examination of specimen from lower gastrointestinal tract and of stool, toxicology","Toxicology-lower GI"
"__export__.cdn_icd9_15193_6e013820","__export__.cdn_icd9_15193_6e013820","90.96","Microscopic examination of specimen from lower gastrointestinal tract and of stool, cell block and Papanicolaou smear","Cell blk/pap-lower GI"
"__export__.cdn_icd9_15194_8a3509d8","__export__.cdn_icd9_15194_8a3509d8","90.99","Microscopic examination of specimen from lower gastrointestinal tract and of stool, other microscopic examination","Micro exam-lower GI NEC"
"__export__.cdn_icd9_15195_ed1aaba4","__export__.cdn_icd9_15195_ed1aaba4","91.01","Microscopic examination of specimen from liver, biliary tract, and pancreas, bacterial smear","Bact smear-bili/pancreas"
"__export__.cdn_icd9_15196_8d97dadd","__export__.cdn_icd9_15196_8d97dadd","91.02","Microscopic examination of specimen from liver, biliary tract, and pancreas, culture","Culture-bili/pancreas"
"__export__.cdn_icd9_15197_2561cb7b","__export__.cdn_icd9_15197_2561cb7b","91.03","Microscopic examination of specimen from liver, biliary tract, and pancreas, culture and sensitivity","C & s-bili/pancreas"
"__export__.cdn_icd9_15198_fa4cfb4f","__export__.cdn_icd9_15198_fa4cfb4f","91.04","Microscopic examination of specimen from liver, biliary tract, and pancreas, parasitology","Parasitology-bili/pancr"
"__export__.cdn_icd9_15199_cbd3a2d1","__export__.cdn_icd9_15199_cbd3a2d1","91.05","Microscopic examination of specimen from liver, biliary tract, and pancreas, toxicology","Toxicology-bili/pancreas"
"__export__.cdn_icd9_15200_9745afc1","__export__.cdn_icd9_15200_9745afc1","91.06","Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and Papanicolaou smear","Cell blk/pap-bili/pancre"
"__export__.cdn_icd9_15201_1472e892","__export__.cdn_icd9_15201_1472e892","91.09","Microscopic examination of specimen from liver, biliary tract, and pancreas, other microscopic examination","Micro exam-bili/panc NEC"
"__export__.cdn_icd9_15202_4ea36a16","__export__.cdn_icd9_15202_4ea36a16","91.11","Microscopic examination of peritoneal and retroperitoneal specimen, bacterial smear","Bact smear-peritoneum"
"__export__.cdn_icd9_15203_e1fcbc73","__export__.cdn_icd9_15203_e1fcbc73","91.12","Microscopic examination of peritoneal and retroperitoneal specimen, culture","Culture-peritoneum"
"__export__.cdn_icd9_15204_ab79a58d","__export__.cdn_icd9_15204_ab79a58d","91.13","Microscopic examination of peritoneal and retroperitoneal specimen, culture and sensitivity","C & s-peritoneum"
"__export__.cdn_icd9_15205_4e782886","__export__.cdn_icd9_15205_4e782886","91.14","Microscopic examination of peritoneal and retroperitoneal specimen, parasitology","Parasitology-peritoneum"
